id,premises_name,legal_entity,address,town,region
allen-s-village-pharmacy-limited-waitemat,Allen's Village Pharmacy Limited,Allen's Village Pharmacy Limited,"Kumeu Village 88 Main Road Kumeu 0810, Waitematā",Waitematā,Northern
allevia-pharmacy-auckland,Allevia Pharmacy,The Ascot Hospital & Clinics Limited,"Allevia Hospital, 98 Mountain Road, Epsom, Auckland, 1023, Auckland",Auckland,Northern
ascot-pharmacy-auckland,Ascot Pharmacy,Ascot Pharmacy (2006) Limited,"90 Green Lane East Remuera Auckland 1051, Auckland",Auckland,Northern
auckland-central-pharmacy-auckland,Auckland Central Pharmacy,Elite Pharmacy Limited,"Shop 203, 28 College Hill, Freemans Bay, Auckland, 1011, Auckland",Auckland,Northern
avondale-family-chemist-auckland,Avondale Family Chemist,A & E Chemist Limited,"1784 Great North Road Avondale Auckland 1026, Auckland",Auckland,Northern
avondale-kiwi-chemist-auckland,Avondale Kiwi Chemist,Mishrikipharmacy Limited,"256 Rosebank Road Avondale AUCKLAND 1026, Auckland",Auckland,Northern
avondale-pharmacy-auckland,Avondale Pharmacy,Kavita Pharmaceuticals Limited,"2144 - 2146 Great North Road Avondale Auckland 0600, Auckland",Auckland,Northern
bakerfield-chemist-2000-limited-counties-manukau,Bakerfield Chemist 2000 Limited,Bakerfield Chemist 2000 Limited,"16A Bakerfield Place, Manukau, Auckland, 2104, Counties Manukau",Counties Manukau,Northern
balmoral-pharmacy-auckland,Balmoral Pharmacy,Parie Pharmaceuticals Limited,"611 Dominion Road Mount Eden Auckland 1041, Auckland",Auckland,Northern
bargain-chemist-manukau-counties-manukau,Bargain Chemist Manukau,BCH M Limited,"Unit 212, Manukau Supa Centa, Corner Cavendish & Lambie Drives, Manukau, Auckland, 2104, Counties Manukau",Counties Manukau,Northern
bargain-chemist-mt-roskill-auckland,Bargain Chemist Mt Roskill,BCH 24 Limited,"Unit 2, 6 Carr Road Mount Roskill Auckland 1042, Auckland",Auckland,Northern
bargain-chemist-mt-wellington-auckland,Bargain Chemist Mt Wellington,BCH 31 Limited,"Mount Wellington Shopping Centre, Shops 7-9, 295 Penrose Road, Mount Wellington, Auckland, 1060, Auckland",Auckland,Northern
bargain-chemist-pakuranga-counties-manukau,Bargain Chemist Pakuranga,BCH 13 Limited,"Pakuranga Plaza Shop WS002, 10 Aylesbury Street Pakuranga Auckland 2010, Counties Manukau",Counties Manukau,Northern
bargain-chemist-pinehill-waitemat,Bargain Chemist Pinehill,BCH 28 Limited,"Shops C1 & C2, 65 Greville Road Pinehill Central Auckland 0632, Waitematā",Waitematā,Northern
bargain-chemist-pukekohe-counties-manukau,Bargain Chemist Pukekohe,BCH 14 Limited,"Unit G, 16 Wrightson Way, Pukekohe, 2120, Counties Manukau",Counties Manukau,Northern
bargain-chemist-westcity-auckland,Bargain Chemist WestCity,BCH 32 Limited,"Shop S107A WestCity Waitakere 7 Catherine Street Henderson Auckland 6012, Auckland",Auckland,Northern
bargain-chemist-westgate-waitemat,Bargain Chemist Westgate,BCH 15 Limited,"6 Kakano Road, Westgate, Auckland, 0814, Waitematā",Waitematā,Northern
bargain-chemist-whangaparaoa-waitemat,Bargain Chemist Whangaparaoa,BCH 16 Limited,"S3.08. Coast Plaza 719 Whangaparaoa Road Stanmore Bay Whangaparaoa 0930, Waitematā",Waitematā,Northern
bays-health-pharmacy-waitemat,Bays Health Pharmacy,Bays Health Chemist Limited,"13-15 Bute Road Browns Bay Auckland 0630, Waitematā",Waitematā,Northern
belmont-pharmacy-waitemat,Belmont Pharmacy,Belmont Pharmacy Limited,"143 Lake Road Belmont Auckland 0622, Waitematā",Waitematā,Northern
bentley-ave-pharmacy-limited-waitemat,Bentley Ave Pharmacy Limited,Bentley Ave Pharmacy Limited,"Shop 7, 111 Bentley Avenue Glenfield Auckland 0629, Waitematā",Waitematā,Northern
best-care-pharmacy-counties-manukau,Best Care Pharmacy,Best Care Pharmacy Limited,"3 / 135 Pakuranga Road Pakuranga Auckland 2010, Counties Manukau",Counties Manukau,Northern
birkdale-pharmacy-1998-limited-waitemat,Birkdale Pharmacy 1998 Limited,Birkdale Pharmacy 1998 Limited,"164 Birkdale Road Birkdale AUCKLAND 0626, Waitematā",Waitematā,Northern
birkenhead-7-day-pharmacy-waitemat,Birkenhead 7 Day Pharmacy,JiHyun Kim,"10 Mokoia Road, Birkenhead, Auckland, 0626, Waitematā",Waitematā,Northern
blockhouse-bay-pharmacy-auckland,Blockhouse Bay Pharmacy,Blockhouse Bay Pharmacy 2008 Limited,"526 - 530 Blockhouse Bay Road Blockhouse Bay Auckland 0600, Auckland",Auckland,Northern
botany-road-pharmacy-limited-counties-manukau,Botany Road Pharmacy Limited,Botany Road Pharmacy Limited,"Unit M 301 Botany Road Golflands AUCKLAND 2013, Counties Manukau",Counties Manukau,Northern
botany-superclinic-kiwi-chemist-counties-manukau,Botany Superclinic Kiwi Chemist,MZ Pharmacy Limited,"260 Botany Road Golflands Auckland 2013, Counties Manukau",Counties Manukau,Northern
brown-s-community-pharmacy-northland,Brown's Community Pharmacy,Browns Pharmacy (Kaitaia) Limited,"89-91 Commerce Street Kaitaia 0410, Northland",Northland,Northern
bruce-amies-pharmacy-auckland,Bruce Amies Pharmacy,Healthtrack Pharmacy Limited,"4 Avondale Road Avondale Auckland 1026, Auckland",Auckland,Northern
cavendish-drive-pharmacy-counties-manukau,Cavendish Drive Pharmacy,Cavendish Drive Pharmacy Limited,"Unit A, 175 - 195 Cavendish Drive Papatoetoe AUCKLAND 2014, Counties Manukau",Counties Manukau,Northern
chapel-park-pharmacy-counties-manukau,Chapel Park Pharmacy,Chapel Park Pharmacy Limited,"158 Chapel Road, Flat Bush, Auckland, 2019, Counties Manukau",Counties Manukau,Northern
chemist-plus-auckland,Chemist Plus,Chemist Plus Limited,"435 Khyber Pass Road Newmarket Auckland 1023, Auckland",Auckland,Northern
chemist-warehouse-albany-waitemat,Chemist Warehouse Albany,Pharmacy Investments 5 Limited,"140 Don McKinnon Drive, Albany, Auckland, 0632, Waitematā",Waitematā,Northern
chemist-warehouse-auckland-lower-queen-street-auckland,Chemist Warehouse Auckland - Lower Queen Street,Pharmacy Investments 8 Limited,"Unit 1A/155 Queen Street Auckland Central Auckland 1010, Auckland",Auckland,Northern
chemist-warehouse-auckland-victoria-street-auckland,Chemist Warehouse Auckland - Victoria Street,Pharmacy Investments 58 Limited,"25 Victoria Street West Auckland Central Auckland 1010, Auckland",Auckland,Northern
chemist-warehouse-auckland-airport-shopping-centre-counties-manukau,Chemist Warehouse Auckland Airport Shopping Centre,Pharmacy Investments 7 Limited,"Auckland Airport Shopping Centre 1 John Goulter Drive Auckland Airport Auckland 2022, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-birkenhead-waitemat,Chemist Warehouse Birkenhead,Pharmacy Investments 33 Limited,"Shops 29 & 30, Highbury Shopping Centre, cnr Highbury Bypass & Birkenhead Avenue, Birkenhead, Auckland, 0626, Waitematā",Waitematā,Northern
chemist-warehouse-botany-counties-manukau,Chemist Warehouse Botany,Pharmacy Investments 2 Limited,"Unit 3, 500 Ti Rakau Drive, Northpark, Auckland, 2013, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-botany-town-centre-counties-manukau,Chemist Warehouse Botany Town Centre,Pharmacy Investments 54 Limited,"Shop SP0307, Botany Town Centre, 588 Chapel Road East Tamaki Auckland 2013, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-browns-bay-waitemat,Chemist Warehouse Browns Bay,Pharmacy Investments 44 Limited,"14 Clyde Road Browns Bay Auckland 0630, Waitematā",Waitematā,Northern
chemist-warehouse-eden-quarter-auckland,Chemist Warehouse Eden Quarter,Pharmacy Investments 67 Limited,"274 Dominion Road, Mount Eden, Auckland, 1024,, Auckland",Auckland,Northern
chemist-warehouse-flat-bush-counties-manukau,Chemist Warehouse Flat Bush,Pharmacy Investments 17 Limited,"Botany Junction Shopping Centre Unit 37a, 277 Te Irirangi Drive Flat Bush Auckland 2019, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-glen-innes-auckland,Chemist Warehouse Glen Innes,Pharmacy Investments 50 Limited,"Tenancy D & E, 133-135 Apirana Avenue, Glen Innes, Auckland 1072, Auckland",Auckland,Northern
chemist-warehouse-glenfield-mall-waitemat,Chemist Warehouse Glenfield Mall,Pharmacy Investments 18 Limited,"Shop 308, Glenfield Mall, Corner Glenfield Road & Downing Street, Glenfield, Auckland, 0629, Waitematā",Waitematā,Northern
chemist-warehouse-henderson-waitemat,Chemist Warehouse Henderson,Pharmacy Investments 6 Limited,"Tenancy D, The Boundary Ground Floor, 5 Vitasovich Avenue Henderson Auckland 0612, Waitematā",Waitematā,Northern
chemist-warehouse-highland-park-auckland,Chemist Warehouse Highland Park,Pharmacy Investments 69 Limited,"Tenancy T1, 505 Pakuranga Road, Highland Park, Auckland, 2010, Auckland",Auckland,Northern
chemist-warehouse-hunters-plaza-counties-manukau,Chemist Warehouse Hunters Plaza,Pharmacy Investments 29 Limited,"Hunters Plaza Shop 30-33, 217 Great South Road Papatoetoe Auckland 2025, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-kelston-mall-waitemat,Chemist Warehouse Kelston Mall,Pharmacy Investments 72 Limited,"Shop 17-20, Kelston Mall, 16 West Coast Road, Glen Eden, Auckland, 0602,, Waitematā",Waitematā,Northern
chemist-warehouse-lynnmall-waitemat,Chemist Warehouse LynnMall,Pharmacy Investments 20 Limited,"Shop 1, LynnMall, 3058 Great North Road New Lynn Auckland 0600, Waitematā",Waitematā,Northern
chemist-warehouse-milford-waitemat,Chemist Warehouse Milford,Pharmacy Investments 31 Limited,"Milford Centre, Shop 115, 24 Milford Road, Milford, Auckland, 0620, Waitematā",Waitematā,Northern
chemist-warehouse-newmarket-broadway-auckland,Chemist Warehouse Newmarket Broadway,Pharmacy Investments 73 Limited,"219-225 Broadway, Newmarket, Auckland, 1023, Auckland",Auckland,Northern
chemist-warehouse-okara-park-northland,Chemist Warehouse Okara Park,Pharmacy Investments 25 Limited,"21 Okara Drive, Morningside, Whangarei 0110, Northland",Northland,Northern
chemist-warehouse-onehunga-auckland,Chemist Warehouse Onehunga,Pharmacy Investments 30 Limited,"100 Church Street Onehunga Auckland 1061, Auckland",Auckland,Northern
chemist-warehouse-online-counties-manukau,Chemist Warehouse Online,Pharmacy Investments 9 Limited,"Building C, 1-4 T_x001A_wharau Lane East Tamaki Auckland 2013, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-ormiston-counties-manukau,Chemist Warehouse Ormiston,Pharmacy Investments 53 Limited,"Ormiston Town Centre, Shop R11, 240 Ormiston Road, Flat Bush, Auckland, 2016, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-pakuranga-counties-manukau,Chemist Warehouse Pakuranga,Pharmacy Investments 36 Limited,"Shop C07, 102 Pakuranga Road Pakuranga Auckland 2012, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-pukekohe-town-centre-counties-manukau,Chemist Warehouse Pukekohe Town Centre,Pharmacy Investments 55 Limited,"Shop 1, 78-84 Edinburgh Street Pukekohe Auckland 2120, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-ratanui-street-waitemat,Chemist Warehouse Ratanui Street,Pharmacy Investments 64 Limited,"Tenancy 1, 10-12 Ratanui Street, Henderson, Auckland, 0612, Waitematā",Waitematā,Northern
chemist-warehouse-ronwood-centre-counties-manukau,Chemist Warehouse Ronwood Centre,Pharmacy Investments 27 Limited,"Ronwood Centre Tenancy 2, 5 Ronwood Avenue Manukau Auckland 2104, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-silverdale-waitemat,Chemist Warehouse Silverdale,Pharmacy Investments 49 Limited,"Silverdale Centre Shop 4, 61 Silverdale Street Silverdale 0932, Waitematā",Waitematā,Northern
chemist-warehouse-st-lukes-auckland,Chemist Warehouse St Lukes,Pharmacy Investments 1 Limited,"Shop A9, St Lukes Mega Centre 1 Wagener Place Mount Albert Auckland 1025, Auckland",Auckland,Northern
chemist-warehouse-sylvia-park-auckland,Chemist Warehouse Sylvia Park,Pharmacy Investments 24 Limited,"Sylvia Park, Tenancy N027, 286 Mount Wellington Highway, Mount Wellington, Auckland, 1060, Auckland",Auckland,Northern
chemist-warehouse-takanini-counties-manukau,Chemist Warehouse Takanini,Pharmacy Investments 65 Limited,"Unit 4, 237 Great South Road Takanini Auckland 2112, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-the-zone-counties-manukau,Chemist Warehouse The Zone,Pharmacy Investments 22 Limited,"The Zone Tenancy 5, 106 - 124 Manukau Road Pukekohe 2120, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-wairau-valley-auckland,Chemist Warehouse Wairau Valley,Pharmacy Investments 45 Limited,"Tenancy 2 & 3, 231 Archers Road, Wairau Valley, Auckland, 0627, Auckland",Auckland,Northern
chemist-warehouse-warkworth-waitemat,Chemist Warehouse Warkworth,Pharmacy Investments 42 Limited,"4/68 Woodcocks Road Kowhai Falls Retail Centre Warkworth 0910, Waitematā",Waitematā,Northern
chemist-warehouse-westfield-manukau-counties-manukau,Chemist Warehouse Westfield Manukau,Pharmacy Investments 3 Limited,"Westfield Shopping Centre Manukau Shop S196, 5 Putney Way Manukau Auckland 2104, Counties Manukau",Counties Manukau,Northern
chemist-warehouse-westfield-newmarket-auckland,Chemist Warehouse Westfield Newmarket,Pharmacy Investments 10 Limited,"Westfield Newmarket Shop S217, 309 Broadway Newmarket Auckland 1023, Auckland",Auckland,Northern
chemist-warehouse-westgate-waitemat,Chemist Warehouse Westgate,Pharmacy Investments 4 Limited,"Tenancy H3, Westgate Shopping Centre, 32 Maki Street, Westgate, Auckland, 0814, Waitematā",Waitematā,Northern
chemist-warehouse-westgate-lifestyle-centre-waitemat,Chemist Warehouse Westgate Lifestyle Centre,Pharmacy Investments 57 Limited,"Westgate Lifestyle Centre, Tenancy D1, 57-61 Maki Street, Westgate, Auckland 0814, Waitematā",Waitematā,Northern
chemist-warehouse-whangaparaoa-waitemat,Chemist Warehouse Whangaparaoa,Pharmacy Investments 79 Limited,"719A Whangaparaoa Road, Stanmore Bay, Whangaparaoa, 0930, Waitematā",Waitematā,Northern
citymed-pharmacy-auckland,CityMed Pharmacy,CityMed Pharmacy Limited,"8 Albert Street Auckland Central Auckland 1010, Auckland",Auckland,Northern
clendon-discount-pharmacy-counties-manukau,Clendon Discount Pharmacy,Clendon Pharmacy Limited,"Shop C6 Clendon Town Centre Palmers Road Manurewa West Auckland 2103, Counties Manukau",Counties Manukau,Northern
clevedon-village-pharmacy-counties-manukau,Clevedon Village Pharmacy,CV Pharmacy Limited,"Shop 1, 9 Papakura-Clevedon Road Rd 2 Papakura 2582, Counties Manukau",Counties Manukau,Northern
clinic-pharmacy-remuera-auckland,Clinic Pharmacy Remuera,Newmarket Pharmacy Limited,"122 Remuera Road, Remuera, Auckland, 1050, Auckland",Auckland,Northern
coast-care-pharmacy-waitemat,Coast Care Pharmacy,CCA Health Limited,"72 East Coast Road Milford Auckland 0620, Waitematā",Waitematā,Northern
commodore-pharmacy-waitemat,Commodore Pharmacy,Commodore Pharmacy (1989) Limited,"52 Clyde Road Browns Bay Auckland 0630, Waitematā",Waitematā,Northern
compoundlabs-waitemat,CompoundLabs,Pharmaceutical Compounding NZ Limited,"62C Diana Drive Wairau Valley Auckland 0627, Waitematā",Waitematā,Northern
costco-pharmacy-westgate-waitemat,Costco Pharmacy Westgate,Costco New Zealand Pharmacy Limited,"2 Gunton Drive, Westgate, Auckland, 0814, Waitematā",Waitematā,Northern
counties-care-pharmacy-counties-manukau,Counties Care Pharmacy,Guys Pharmacy (2001) Limited,"Shop 2, 6-18 O'Shannessey Street, Papakura, 2110, Counties Manukau",Counties Manukau,Northern
cranwell-s-pharmacy-2011-limited-auckland,Cranwell's Pharmacy (2011) Limited,Cranwells Pharmacy (2011) Limited,"573 Remuera Road Remuera Auckland 1050, Auckland",Auckland,Northern
crawford-house-pharmacy-counties-manukau,Crawford House Pharmacy,Village Pharmacy Limited,"Ground Floor 4 Picton Street Howick Auckland 2014, Counties Manukau",Counties Manukau,Northern
david-s-pharmacy-northland,David's Pharmacy,Bush Road Pharmacy Limited,"4/6 Three Mile Bush Road Te Kamo WHANGAREI 0112, Northland",Northland,Northern
dawson-road-pharmacy-counties-manukau,Dawson Road Pharmacy,Dawson Road Pharmacy (2006) Limited,"124A Dawson Road Clover Park Auckland 2023, Counties Manukau",Counties Manukau,Northern
devonport-1st-pharmacy-waitemat,Devonport 1st Pharmacy,Wigmore Pharmacy (2005) Limited,"33 Victoria Road Devonport Auckland 0624, Waitematā",Waitematā,Northern
devonport-7-day-helen-scott-pharmacy-waitemat,Devonport 7 Day & Helen Scott Pharmacy,Devonport 7 Day Pharmacy Limited,"Unit A, 31a Bartley Terrace Devonport Auckland 0624, Waitematā",Waitematā,Northern
devonport-health-centre-pharmacy-waitemat,Devonport Health Centre Pharmacy,Devonport Health Centre Pharmacy Limited,"20 Victoria Road Devonport Auckland 0624, Waitematā",Waitematā,Northern
dispensary-plus-pharmacy-birkenhead-waitemat,Dispensary Plus Pharmacy Birkenhead,FB Pharmacy Limited,"4 Rawene Road Birkenhead AUCKLAND 0626, Waitematā",Waitematā,Northern
dominion-road-pharmacy-auckland,Dominion Road Pharmacy,Dominion Road Pharmacy Limited,"123D Dominion Road Mount Eden AUCKLAND 1024, Auckland",Auckland,Northern
doubtless-bay-pharmacy-northland,Doubtless Bay Pharmacy,B and L Pharmacy Limited,"Coopers Beach Shopping Centre, Shop 4, 137C State Highway 10, Coopers Beach, 0420, Northland",Northland,Northern
east-tamaki-pharmacy-counties-manukau,East Tamaki Pharmacy,East Tamaki Pharmacy 2015 Limited,"277 East Tamaki Road Otara Auckland 2023, Counties Manukau",Counties Manukau,Northern
eastmed-pharmacy-auckland,Eastmed Pharmacy,Eastmed Pharmacy 2015 Limited,"188 St Heliers Bay Road St Heliers AUCKLAND 1071, Auckland",Auckland,Northern
eden-park-pharmacy-auckland,Eden Park Pharmacy,Chens Consultancy Limited,"168 Sandringham Road Sandringham Auckland 1025, Auckland",Auckland,Northern
epsom-kiwi-chemist-auckland,Epsom Kiwi Chemist,Epsompharmacy Limited,"Shop 1, Level 1, 272 Manukau Road, Epsom, Auckland, 1023, Auckland",Auckland,Northern
epsom-pharmacy-2008-limited-auckland,Epsom Pharmacy 2008 Limited,Epsom Pharmacy 2008 Limited,"641 Manukau Road Royal Oak Auckland 1023, Auckland",Auckland,Northern
family-care-pharmacy-counties-manukau,Family Care Pharmacy,FC Pharmacy Limited,"17C Aberfeldy Avenue, Highland Park, Auckland, 2010, Counties Manukau",Counties Manukau,Northern
family-health-pharmacy-counties-manukau,Family Health Pharmacy,Sai Pharmacy Limited,"32B George Street, Tuakau, 2121, Counties Manukau",Counties Manukau,Northern
far-north-pharmacy-northland,Far North Pharmacy,Far North Pharmacy Limited,"53 Commerce Street Kaitaia 0410, Northland",Northland,Northern
fencibles-pharmacy-counties-manukau,Fencibles Pharmacy,Mohammed Saad Al-Sabti,"2/2 Fencible Drive, Howick, Auckland, 2014, Counties Manukau",Counties Manukau,Northern
flat-bush-medical-centre-pharmacy-auckland,Flat Bush Medical Centre Pharmacy,Whanau Pharmacy Limited,"201 Murphys Road Flat Bush Auckland 2019, Auckland",Auckland,Northern
forrest-hill-family-pharmacy-waitemat,Forrest Hill Family Pharmacy,Forrest Hill Family Pharmacy Limited,"Shop 7/1 Grenada Avenue Forrest Hill Auckland 0620, Waitematā",Waitematā,Northern
freemans-bay-pharmacy-auckland,Freemans Bay Pharmacy,Freemans Bay Pharmacy (2007) Limited,"Shop 1, 100 Wellington Street Freemans Bay AUCKLAND 1011, Auckland",Auckland,Northern
gary-logan-pharmacy-limited-counties-manukau,Gary Logan Pharmacy Limited,Gary Logan Pharmacy Limited,"121 King Street Pukekohe Auckland 2120, Counties Manukau",Counties Manukau,Northern
gladstone-pharmacy-auckland,Gladstone Pharmacy,Gladstone Pharmacy Parnell Limited,"72 Gladstone Road Parnell Auckland 1052, Auckland",Auckland,Northern
glen-eden-pharmacy-waitemat,Glen Eden Pharmacy,Care Plus Pharmacy Limited,"226 West Coast Road Glen Eden AUCKLAND 0602, Waitematā",Waitematā,Northern
glenavon-kiwi-chemist-auckland,Glenavon Kiwi Chemist,Mmishriki Limited,"268 Blockhouse Bay Road, Avondale, Auckland 0600, Auckland",Auckland,Northern
glenfield-7-day-pharmacy-waitemat,Glenfield 7 Day Pharmacy,Glenfield 7 Day Pharmacy (2006) Limited,"5/407 Glenfield Road Glenfield Auckland 0629, Waitematā",Waitematā,Northern
gopal-s-pharmacy-limited-auckland,Gopal's Pharmacy Limited,Gopal's Pharmacy Limited,"553 Great North Road Grey Lynn Auckland 1021, Auckland",Auckland,Northern
graeme-avenue-pharmacy-counties-manukau,Graeme Avenue Pharmacy,Roseland Pharmacy Limited,"Shop 4, 2 Graeme Avenue Mangere East AUCKLAND 2024, Counties Manukau",Counties Manukau,Northern
grafton-pharmacy-auckland,Grafton Pharmacy,Grafton Pharmacy Limited,"29-31 Park Road Grafton Auckland 1023, Auckland",Auckland,Northern
great-barrier-pharmacy-auckland,Great Barrier Pharmacy,DBS Pharmacy Limited,"117 Hector Sanderson Road Great Barrier Island (Aotea Island) Great Barrier Island 0991, Auckland",Auckland,Northern
green-bay-pharmacy-waitemat,Green Bay Pharmacy,Green Bay Pharmacy (2005) Limited,"62 Godley Road, Green Bay, Auckland, 0604, Waitematā",Waitematā,Northern
greenlane-care-pharmacy-auckland,Greenlane Care Pharmacy,Greenlane Care Pharmacy Limited,"205 Great South Road Greenlane Auckland 1051, Auckland",Auckland,Northern
